PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 50°C Desorption, 12.5.2026, 15:30
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 1.9462e+04	 4.5600e+02	 1.5188e+00	 3.4971e-02	 3.2318e+02	 5.0915e+02
 2.9193e+04	 4.5600e+02	 1.5086e+00	 3.3566e-02	 3.2317e+02	 5.1168e+02
 4.3789e+04	 4.5600e+02	 1.4995e+00	 3.0942e-02	 3.2317e+02	 5.1440e+02
 6.5684e+04	 4.5600e+02	 1.4916e+00	 2.7582e-02	 3.2317e+02	 5.1687e+02
 9.8526e+04	 4.5600e+02	 1.4850e+00	 2.4477e-02	 3.2317e+02	 5.1931e+02
 1.4779e+05	 4.5600e+02	 1.4795e+00	 2.1788e-02	 3.2317e+02	 5.2192e+02
 2.2168e+05	 4.5600e+02	 1.4751e+00	 1.9613e-02	 3.2317e+02	 5.2450e+02
 3.3253e+05	 4.5600e+02	 1.4709e+00	 1.8004e-02	 3.2317e+02	 5.2693e+02
 4.9879e+05	 4.5600e+02	 1.4662e+00	 1.7417e-02	 3.2318e+02	 5.2956e+02
 7.4818e+05	 4.5600e+02	 1.4622e+00	 1.6882e-02	 3.2318e+02	 5.3200e+02
 9.0000e+05	 4.5600e+02	 1.4611e+00	 1.6589e-02	 3.2317e+02	 5.3462e+02
 1.0000e+02	 5.3190e+02	 1.6516e+00	 5.6642e-02	 3.2318e+02	 5.4390e+02
 1.5000e+02	 5.3190e+02	 1.6396e+00	 5.4252e-02	 3.2317e+02	 5.4634e+02
 2.2500e+02	 5.3190e+02	 1.6303e+00	 5.2657e-02	 3.2317e+02	 5.5159e+02
 3.3750e+02	 5.3190e+02	 1.6194e+00	 5.0559e-02	 3.2318e+02	 5.5412e+02
 5.0625e+02	 5.3190e+02	 1.6086e+00	 4.8496e-02	 3.2318e+02	 5.5656e+02
 7.5938e+02	 5.3190e+02	 1.5980e+00	 4.6846e-02	 3.2317e+02	 5.5906e+02
 1.1391e+03	 5.3190e+02	 1.5886e+00	 4.6028e-02	 3.2317e+02	 5.6400e+02
 1.7086e+03	 5.3190e+02	 1.5787e+00	 4.4441e-02	 3.2317e+02	 5.6656e+02
 2.5629e+03	 5.3190e+02	 1.5693e+00	 4.3740e-02	 3.2316e+02	 5.7157e+02
 3.8443e+03	 5.3190e+02	 1.5597e+00	 4.2842e-02	 3.2315e+02	 5.7425e+02
 5.7665e+03	 5.3190e+02	 1.5500e+00	 4.2411e-02	 3.2315e+02	 5.7668e+02
 8.6498e+03	 5.3190e+02	 1.5457e+00	 4.0475e-02	 3.2315e+02	 5.7931e+02
 1.2975e+04	 5.3190e+02	 1.5352e+00	 4.0301e-02	 3.2315e+02	 5.8175e+02
 1.9462e+04	 5.3190e+02	 1.5248e+00	 3.9441e-02	 3.2315e+02	 5.8461e+02
 2.9193e+04	 5.3190e+02	 1.5141e+00	 3.7490e-02	 3.2315e+02	 5.8706e+02
 4.3789e+04	 5.3190e+02	 1.5045e+00	 3.4354e-02	 3.2315e+02	 5.8950e+02
 6.5684e+04	 5.3190e+02	 1.4964e+00	 3.0654e-02	 3.2316e+02	 5.9212e+02
 9.8526e+04	 5.3190e+02	 1.4895e+00	 2.7270e-02	 3.2314e+02	 5.9456e+02
 1.4779e+05	 5.3190e+02	 1.4836e+00	 2.4359e-02	 3.2315e+02	 5.9706e+02
 2.2168e+05	 5.3190e+02	 1.4788e+00	 2.1988e-02	 3.2314e+02	 5.9981e+02
 3.3253e+05	 5.3190e+02	 1.4744e+00	 2.0185e-02	 3.2314e+02	 6.0225e+02
 4.9879e+05	 5.3190e+02	 1.4694e+00	 1.9559e-02	 3.2314e+02	 6.0487e+02
 7.4818e+05	 5.3190e+02	 1.4651e+00	 1.8933e-02	 3.2314e+02	 6.0737e+02
 9.0000e+05	 5.3190e+02	 1.4640e+00	 1.8555e-02	 3.2314e+02	 6.1011e+02
 1.0000e+02	 6.0730e+02	 1.7310e+00	 6.0287e-02	 3.2314e+02	 6.1926e+02
 1.5000e+02	 6.0730e+02	 1.7166e+00	 6.3104e-02	 3.2314e+02	 6.2184e+02
 2.2500e+02	 6.0730e+02	 1.7037e+00	 6.5974e-02	 3.2314e+02	 6.2714e+02
 3.3750e+02	 6.0730e+02	 1.6872e+00	 6.8045e-02	 3.2314e+02	 6.2962e+02
 5.0625e+02	 6.0730e+02	 1.6700e+00	 6.8912e-02	 3.2314e+02	 6.3237e+02
